!**ZP = -16** 
       1.1879  0.8996  0.6200  0.3339  0.0443 -0.2454  
      -0.5323 -0.8134 -1.0858 -1.3645 -1.6258 -1.8525  
      -2.0619 -2.2532 -2.4258 -2.5791 -2.7131 -2.8276  
      -2.9277 -3.0035 -3.0535 -3.0844 -3.0963 -3.0893  
      -3.0634 -3.0189 -2.9558 -2.8669 -2.7555 -2.6326  
      -2.4929 -2.3374 -2.1670 -1.9831 -1.7871 -1.5806  
      -1.3497 -1.1111 -0.8843 -0.6557 -0.4270 -0.1996  
       0.0254  0.2469  0.4644  0.6921  0.9138  1.1152  
       1.3113  1.5017  1.6857  1.8624  2.0306  2.1888  
       2.3445  2.4824  2.5932  2.6854  2.7572  2.8071  
       2.8339  2.8367  2.8147  2.7620  2.6777  2.5721  
       2.4421  2.2884  2.1120  1.9140  1.6960  1.4597  
       0.3214  0.0530 -0.2085 -0.4752 -0.7420 -1.0039  
      -1.2559 -1.4936 -1.7134 -1.9252 -2.1105 -2.2614  
      -2.3939 -2.5103 -2.6130 -2.7040 -2.7847 -2.8560  
      -2.9213 -2.9736 -3.0094 -3.0318 -3.0397 -3.0322  
      -3.0086 -2.9683 -2.9107 -2.8281 -2.7220 -2.6013  
      -2.4600 -2.2978 -2.1152 -1.9132 -1.6937 -1.4596  
      -1.1964 -0.9265 -0.6752 -0.4298 -0.1948  0.0260  
       0.2300  0.4156  0.5826  0.7420  0.8846  1.0086  
       1.1287  1.2485  1.3700  1.4940  1.6192  1.7426  
       1.8668  1.9739  2.0520  2.1052  2.1312  2.1293  
       2.1005  2.0470  1.9719  1.8706  1.7509  1.6252  
       1.4869  1.3353  1.1691  0.9871  0.7883  0.5722  
      -0.6040 -0.8200 -1.0324 -1.2481 -1.4600 -1.6609  
      -1.8434 -2.0013 -2.1299 -2.2312 -2.2960 -2.3318  
      -2.3536 -2.3701 -2.3894 -2.4176 -2.4581 -2.5111  
      -2.5783 -2.6472 -2.7041 -2.7474 -2.7733 -2.7802  
      -2.7682 -2.7385 -2.6925 -2.6257 -2.5391 -2.4389  
      -2.3183 -2.1756 -2.0099 -1.8219 -1.6134 -1.3876  
      -1.1314 -0.8682 -0.6247 -0.3905 -0.1724  0.0236  
       0.1922  0.3296  0.4345  0.5113  0.5580  0.5868  
       0.6136  0.6479  0.6970  0.7645  0.8493  0.9457  
       1.0491  1.1335  1.1803  1.1892  1.1582  1.0900  
       0.9917  0.8727  0.7438  0.6058  0.4764  0.3640  
       0.2559  0.1467  0.0305 -0.0982 -0.2433 -0.4071  
      -0.9686 -1.1218 -1.2706 -1.4206 -1.5664 -1.7013  
      -1.8174 -1.9067 -1.9627 -1.9802 -1.9557 -1.9070  
      -1.8483 -1.7937 -1.7566 -1.7476 -1.7725 -1.8312  
      -1.9239 -2.0288 -2.1175 -2.1842 -2.2224 -2.2314  
      -2.2146 -2.1786 -2.1299 -2.0691 -2.0004 -1.9270  
      -1.8420 -1.7433 -1.6299 -1.5021 -1.3613 -1.2096  
      -1.0383 -0.8626 -0.7003 -0.5448 -0.4019 -0.2775  
      -0.1774 -0.1060 -0.0660 -0.0585 -0.0810 -0.1156  
      -0.1489 -0.1688 -0.1654 -0.1333 -0.0730  0.0084  
       0.1027  0.1795  0.2168  0.2139  0.1713  0.0960  
       0.0000 -0.1029 -0.1997 -0.2848 -0.3469 -0.3906  
      -0.4308 -0.4767 -0.5362 -0.6140 -0.7116 -0.8276  
      -0.7295 -0.8198 -0.9042 -0.9912 -1.0797 -1.1652  
      -1.2400 -1.2960 -1.3265 -1.3262 -1.2938 -1.2438  
      -1.1859 -1.1314 -1.0926 -1.0807 -1.1036 -1.1635  
      -1.2622 -1.3745 -1.4657 -1.5265 -1.5497 -1.5365  
      -1.4950 -1.4366 -1.3722 -1.3045 -1.2399 -1.1814  
      -1.1249 -1.0717 -1.0226 -0.9774 -0.9345 -0.8916  
      -0.8429 -0.7908 -0.7416 -0.6964 -0.6603 -0.6385  
      -0.6344 -0.6494 -0.6818 -0.7308 -0.7854 -0.8320  
      -0.8677 -0.8872 -0.8865 -0.8641 -0.8215 -0.7639  
      -0.6967 -0.6395 -0.6045 -0.5874 -0.5830 -0.5830  
      -0.5786 -0.5631 -0.5338 -0.4893 -0.4410 -0.4047  
      -0.3861 -0.3915 -0.4232 -0.4791 -0.5531 -0.6372  
      -0.3498 -0.3750 -0.4040 -0.4434 -0.4910 -0.5393  
      -0.5797 -0.6067 -0.6209 -0.6304 -0.6454 -0.6665  
      -0.6901 -0.7127 -0.7347 -0.7606 -0.7972 -0.8504  
      -0.9262 -1.0083 -1.0704 -1.1038 -1.1028 -1.0709  
      -1.0178 -0.9557 -0.8931 -0.8272 -0.7590 -0.6965  
      -0.6460 -0.6182 -0.6174 -0.6407 -0.6783 -0.7177  
      -0.7499 -0.7674 -0.7766 -0.7893 -0.8160 -0.8649  
      -0.9384 -1.0320 -1.1334 -1.2298 -1.2915 -1.3121  
      -1.3040 -1.2775 -1.2437 -1.2116 -1.1865 -1.1703  
      -1.1613 -1.1544 -1.1397 -1.1055 -1.0427 -0.9469  
      -0.8213 -0.6766 -0.5291 -0.3898 -0.2878 -0.2290  
      -0.2009 -0.1988 -0.2169 -0.2483 -0.2853 -0.3202  
      -0.2567 -0.2540 -0.2762 -0.3160 -0.3573 -0.3816  
      -0.3766 -0.3441 -0.3025 -0.2849 -0.3280 -0.4197  
      -0.5375 -0.6595 -0.7706 -0.8644 -0.9419 -1.0071  
      -1.0664 -1.1136 -1.1420 -1.1505 -1.1374 -1.1076  
